sku,name,description,category,price,stock,rating,image_url
SKU-09842,PulseEdition Mahogany Microphone,"Mahogany microphone from PulseEdition. Premium quality, designed for everyday use.",Music,310.43,11,3.2,https://picsum.photos/seed/SKU-09842/400/400
SKU-03529,ForgeBrand Mini RC Car,"Mini rc car from ForgeBrand. Premium quality, designed for everyday use.",Toys & Games,116.20,15,3.3,https://picsum.photos/seed/SKU-03529/400/400
SKU-09850,HaloCo Pro-Grade Guitar,"Pro-Grade guitar from HaloCo. Premium quality, designed for everyday use.",Music,201.43,40,3.8,https://picsum.photos/seed/SKU-09850/400/400
SKU-06021,AeroSupply Heavy-Duty Grooming Brush,"Heavy-Duty grooming brush from AeroSupply. Premium quality, designed for everyday use.",Pet Supplies,267.91,44,4.8,https://picsum.photos/seed/SKU-06021/400/400
SKU-01540,ApexOriginals Slim-Fit Sweater,"Slim-Fit sweater from ApexOriginals. Premium quality, designed for everyday use.",Clothing,246.76,267,3.1,https://picsum.photos/seed/SKU-01540/400/400
SKU-04371,OnyxGoods Anti-Aging Lip Balm,"Anti-Aging lip balm from OnyxGoods. Premium quality, designed for everyday use.",Beauty,118.92,51,4.5,https://picsum.photos/seed/SKU-04371/400/400
SKU-08217,StellarSupply Forged Pliers,"Forged pliers from StellarSupply. Premium quality, designed for everyday use.",Tools & Hardware,771.81,146,3.8,https://picsum.photos/seed/SKU-08217/400/400
SKU-04226,CrestCo Refreshing Lotion,"Refreshing lotion from CrestCo. Premium quality, designed for everyday use.",Beauty,64.12,140,3.4,https://picsum.photos/seed/SKU-04226/400/400
SKU-02939,LuminEdition Pro-Grade Kayak Paddle,"Pro-Grade kayak paddle from LuminEdition. Premium quality, designed for everyday use.",Sports & Outdoors,545.17,199,4.5,https://picsum.photos/seed/SKU-02939/400/400
SKU-00737,NovaSupply Practical Encyclopedia,"Practical encyclopedia from NovaSupply. Premium quality, designed for everyday use.",Books,48.89,315,3.5,https://picsum.photos/seed/SKU-00737/400/400
SKU-00237,EliteLab Rechargeable Hub,"Rechargeable hub from EliteLab. Premium quality, designed for everyday use.",Electronics,1006.47,260,4.2,https://picsum.photos/seed/SKU-00237/400/400
SKU-06507,ApexGoods All-Natural Pet Bed,"All-Natural pet bed from ApexGoods. Premium quality, designed for everyday use.",Pet Supplies,271.73,238,4.8,https://picsum.photos/seed/SKU-06507/400/400
SKU-06718,LoomSupply Universal-Fit Cleaning Kit,"Universal-Fit cleaning kit from LoomSupply. Premium quality, designed for everyday use.",Automotive,75.81,101,4.3,https://picsum.photos/seed/SKU-06718/400/400
SKU-00632,LuminTech Bluetooth Headphones,"Bluetooth headphones from LuminTech. Premium quality, designed for everyday use.",Electronics,676.33,299,4.6,https://picsum.photos/seed/SKU-00632/400/400
SKU-00573,ApexEdition Ultra-HD Earbuds,"Ultra-HD earbuds from ApexEdition. Premium quality, designed for everyday use.",Electronics,603.18,111,4.4,https://picsum.photos/seed/SKU-00573/400/400
SKU-06834,LuminCo Anti-Corrosion Phone Mount,"Anti-Corrosion phone mount from LuminCo. Premium quality, designed for everyday use.",Automotive,209.34,130,3.1,https://picsum.photos/seed/SKU-06834/400/400
SKU-04495,ForgeStudio Hydrating Cleanser,"Hydrating cleanser from ForgeStudio. Premium quality, designed for everyday use.",Beauty,103.29,16,3.8,https://picsum.photos/seed/SKU-04495/400/400
SKU-04733,ZenithBrand Sun-Dried Pasta,"Sun-Dried pasta from ZenithBrand. Premium quality, designed for everyday use.",Grocery,36.09,585,4.1,https://picsum.photos/seed/SKU-04733/400/400
SKU-01248,ApexGoods Complete Anthology,"Complete anthology from ApexGoods. Premium quality, designed for everyday use.",Books,28.79,218,3.5,https://picsum.photos/seed/SKU-01248/400/400
SKU-00029,EliteCo Wireless Monitor,"Wireless monitor from EliteCo. Premium quality, designed for everyday use.",Electronics,1033.67,41,4.0,https://picsum.photos/seed/SKU-00029/400/400
SKU-05289,HaloOriginals Roasted Hot Sauce,"Roasted hot sauce from HaloOriginals. Premium quality, designed for everyday use.",Grocery,38.67,588,4.9,https://picsum.photos/seed/SKU-05289/400/400
SKU-08854,AeroSupply Terracotta Planter Pot,"Terracotta planter pot from AeroSupply. Premium quality, designed for everyday use.",Garden,568.28,198,4.5,https://picsum.photos/seed/SKU-08854/400/400
SKU-05821,StellarCo Quick-Dry Pen Set,"Quick-Dry pen set from StellarCo. Premium quality, designed for everyday use.",Office Supplies,155.06,438,4.7,https://picsum.photos/seed/SKU-05821/400/400
SKU-02675,NovaTech Lightweight Climbing Rope,"Lightweight climbing rope from NovaTech. Premium quality, designed for everyday use.",Sports & Outdoors,547.87,65,4.7,https://picsum.photos/seed/SKU-02675/400/400
SKU-04904,StellarWorks Stone-Ground Pasta,"Stone-Ground pasta from StellarWorks. Premium quality, designed for everyday use.",Grocery,37.74,395,3.3,https://picsum.photos/seed/SKU-04904/400/400
SKU-00372,ForgeWorks Bluetooth Speaker,"Bluetooth speaker from ForgeWorks. Premium quality, designed for everyday use.",Electronics,465.30,83,4.5,https://picsum.photos/seed/SKU-00372/400/400
SKU-01457,AeroCo Premium Dress,"Premium dress from AeroCo. Premium quality, designed for everyday use.",Clothing,93.93,389,3.4,https://picsum.photos/seed/SKU-01457/400/400
SKU-04437,RidgeStudio Brightening Cleanser,"Brightening cleanser from RidgeStudio. Premium quality, designed for everyday use.",Beauty,30.41,177,3.6,https://picsum.photos/seed/SKU-04437/400/400
SKU-08491,HaloSupply Magnetic Tape Measure,"Magnetic tape measure from HaloSupply. Premium quality, designed for everyday use.",Tools & Hardware,693.36,88,3.4,https://picsum.photos/seed/SKU-08491/400/400
SKU-05030,VortexLab Fair-Trade Granola,"Fair-Trade granola from VortexLab. Premium quality, designed for everyday use.",Grocery,35.59,43,3.5,https://picsum.photos/seed/SKU-05030/400/400
SKU-01349,HaloEdition Lightweight Sweater,"Lightweight sweater from HaloEdition. Premium quality, designed for everyday use.",Clothing,87.19,246,4.3,https://picsum.photos/seed/SKU-01349/400/400
SKU-06144,EliteWorks All-Natural Carrier,"All-Natural carrier from EliteWorks. Premium quality, designed for everyday use.",Pet Supplies,119.69,230,4.2,https://picsum.photos/seed/SKU-06144/400/400
SKU-02361,LuminStudio Ceramic Cutting Board,"Ceramic cutting board from LuminStudio. Premium quality, designed for everyday use.",Home & Kitchen,474.70,91,4.7,https://picsum.photos/seed/SKU-02361/400/400
SKU-01104,ZenithCo Modern Memoir,"Modern memoir from ZenithCo. Premium quality, designed for everyday use.",Books,46.91,338,4.3,https://picsum.photos/seed/SKU-01104/400/400
SKU-01757,RidgeStudio Organic Sweater,"Organic sweater from RidgeStudio. Premium quality, designed for everyday use.",Clothing,100.92,318,3.1,https://picsum.photos/seed/SKU-01757/400/400
SKU-08448,LoomSupply 20V Drill,"20V drill from LoomSupply. Premium quality, designed for everyday use.",Tools & Hardware,59.94,115,4.3,https://picsum.photos/seed/SKU-08448/400/400
SKU-07992,ZenithBrand Time-Release Vitamin D,"Time-Release vitamin d from ZenithBrand. Premium quality, designed for everyday use.",Health,77.81,70,4.8,https://picsum.photos/seed/SKU-07992/400/400
SKU-02745,EliteGoods Adjustable Bike Helmet,"Adjustable bike helmet from EliteGoods. Premium quality, designed for everyday use.",Sports & Outdoors,669.79,178,4.6,https://picsum.photos/seed/SKU-02745/400/400
SKU-07720,AeroSupply Time-Release Bandages,"Time-Release bandages from AeroSupply. Premium quality, designed for everyday use.",Health,71.67,302,4.9,https://picsum.photos/seed/SKU-07720/400/400
SKU-01234,ForgeStudio Collector's Workbook,"Collector's workbook from ForgeStudio. Premium quality, designed for everyday use.",Books,41.43,174,3.7,https://picsum.photos/seed/SKU-01234/400/400
SKU-04615,RidgeLab Vegan Shampoo,"Vegan shampoo from RidgeLab. Premium quality, designed for everyday use.",Beauty,100.26,280,4.1,https://picsum.photos/seed/SKU-04615/400/400
SKU-05710,OnyxEdition Recycled Desk Lamp,"Recycled desk lamp from OnyxEdition. Premium quality, designed for everyday use.",Office Supplies,164.55,330,4.4,https://picsum.photos/seed/SKU-05710/400/400
SKU-08858,VortexOriginals Stainless Soil Bag,"Stainless soil bag from VortexOriginals. Premium quality, designed for everyday use.",Garden,109.10,196,4.7,https://picsum.photos/seed/SKU-08858/400/400
SKU-00687,EliteLab Essential Anthology,"Essential anthology from EliteLab. Premium quality, designed for everyday use.",Books,19.47,199,3.2,https://picsum.photos/seed/SKU-00687/400/400
SKU-06267,LuminOriginals Heavy-Duty Chew Toy,"Heavy-Duty chew toy from LuminOriginals. Premium quality, designed for everyday use.",Pet Supplies,16.94,209,3.1,https://picsum.photos/seed/SKU-06267/400/400
SKU-07142,QuillCo All-Weather Air Freshener,"All-Weather air freshener from QuillCo. Premium quality, designed for everyday use.",Automotive,365.40,177,3.2,https://picsum.photos/seed/SKU-07142/400/400
SKU-09877,LoomLab Custom-Tuned Drum Kit,"Custom-Tuned drum kit from LoomLab. Premium quality, designed for everyday use.",Music,2051.14,25,4.2,https://picsum.photos/seed/SKU-09877/400/400
SKU-01508,ForgeEdition Cotton Socks,"Cotton socks from ForgeEdition. Premium quality, designed for everyday use.",Clothing,39.54,42,3.2,https://picsum.photos/seed/SKU-01508/400/400
SKU-02308,HyperWorks Eco-Friendly Toaster,"Eco-Friendly toaster from HyperWorks. Premium quality, designed for everyday use.",Home & Kitchen,516.41,45,4.7,https://picsum.photos/seed/SKU-02308/400/400
SKU-00828,LuminSupply Collector's Workbook,"Collector's workbook from LuminSupply. Premium quality, designed for everyday use.",Books,21.19,480,3.1,https://picsum.photos/seed/SKU-00828/400/400
SKU-05669,ForgeStudio Refillable Whiteboard,"Refillable whiteboard from ForgeStudio. Premium quality, designed for everyday use.",Office Supplies,128.41,311,3.1,https://picsum.photos/seed/SKU-05669/400/400
SKU-07529,VortexSupply Lab-Tested Cough Syrup,"Lab-Tested cough syrup from VortexSupply. Premium quality, designed for everyday use.",Health,6.88,311,5.0,https://picsum.photos/seed/SKU-07529/400/400
SKU-09338,QuillLab Dual-Driver Guitar Strings,"Dual-Driver guitar strings from QuillLab. Premium quality, designed for everyday use.",Music,1857.09,21,3.8,https://picsum.photos/seed/SKU-09338/400/400
SKU-08841,CrestCo Weather-Resistant Patio Set,"Weather-Resistant patio set from CrestCo. Premium quality, designed for everyday use.",Garden,389.80,143,4.2,https://picsum.photos/seed/SKU-08841/400/400
SKU-09737,StellarTech Beginner-Friendly Drum Kit,"Beginner-Friendly drum kit from StellarTech. Premium quality, designed for everyday use.",Music,2479.36,100,3.7,https://picsum.photos/seed/SKU-09737/400/400
SKU-04410,ApexWorks Travel-Size Cleanser,"Travel-Size cleanser from ApexWorks. Premium quality, designed for everyday use.",Beauty,118.96,286,4.5,https://picsum.photos/seed/SKU-04410/400/400
SKU-00429,PulseWorks Smart SSD,"Smart ssd from PulseWorks. Premium quality, designed for everyday use.",Electronics,1051.19,145,3.2,https://picsum.photos/seed/SKU-00429/400/400
SKU-00302,RidgeWorks Pro Router,"Pro router from RidgeWorks. Premium quality, designed for everyday use.",Electronics,359.19,152,4.9,https://picsum.photos/seed/SKU-00302/400/400
SKU-02081,OnyxEdition Modular Mixing Bowl,"Modular mixing bowl from OnyxEdition. Premium quality, designed for everyday use.",Home & Kitchen,336.12,153,3.4,https://picsum.photos/seed/SKU-02081/400/400
SKU-07582,NovaCo Time-Release Probiotic,"Time-Release probiotic from NovaCo. Premium quality, designed for everyday use.",Health,13.67,127,3.1,https://picsum.photos/seed/SKU-07582/400/400
SKU-06398,NovaSupply All-Natural Chew Toy,"All-Natural chew toy from NovaSupply. Premium quality, designed for everyday use.",Pet Supplies,54.08,54,4.6,https://picsum.photos/seed/SKU-06398/400/400
SKU-09335,HaloStudio Travel-Size Guitar,"Travel-Size guitar from HaloStudio. Premium quality, designed for everyday use.",Music,106.10,62,4.2,https://picsum.photos/seed/SKU-09335/400/400
SKU-02430,CrestSupply Hand-Crafted Mixing Bowl,"Hand-Crafted mixing bowl from CrestSupply. Premium quality, designed for everyday use.",Home & Kitchen,13.32,20,4.9,https://picsum.photos/seed/SKU-02430/400/400
SKU-04575,OnyxWorks Travel-Size Serum,"Travel-Size serum from OnyxWorks. Premium quality, designed for everyday use.",Beauty,127.42,53,4.3,https://picsum.photos/seed/SKU-04575/400/400
SKU-06658,LuminEdition Grain-Free Aquarium Filter,"Grain-Free aquarium filter from LuminEdition. Premium quality, designed for everyday use.",Pet Supplies,53.56,93,4.6,https://picsum.photos/seed/SKU-06658/400/400
SKU-08174,HyperSupply Precision Screwdriver Kit,"Precision screwdriver kit from HyperSupply. Premium quality, designed for everyday use.",Tools & Hardware,251.52,101,4.5,https://picsum.photos/seed/SKU-08174/400/400
SKU-02526,HyperGoods Stainless-Steel Mixer,"Stainless-Steel mixer from HyperGoods. Premium quality, designed for everyday use.",Home & Kitchen,195.95,180,3.2,https://picsum.photos/seed/SKU-02526/400/400
SKU-09742,ApexLab Compact Ukulele,"Compact ukulele from ApexLab. Premium quality, designed for everyday use.",Music,1205.62,14,3.6,https://picsum.photos/seed/SKU-09742/400/400
SKU-02054,RidgeStudio Non-Stick Mixer,"Non-Stick mixer from RidgeStudio. Premium quality, designed for everyday use.",Home & Kitchen,523.18,178,4.0,https://picsum.photos/seed/SKU-02054/400/400
SKU-00097,QuillBrand Ultra-HD Keyboard,"Ultra-HD keyboard from QuillBrand. Premium quality, designed for everyday use.",Electronics,565.88,142,3.6,https://picsum.photos/seed/SKU-00097/400/400
SKU-04595,EliteEdition Dermatologist-Tested Sunscreen,"Dermatologist-Tested sunscreen from EliteEdition. Premium quality, designed for everyday use.",Beauty,53.29,266,4.8,https://picsum.photos/seed/SKU-04595/400/400
SKU-03512,LuminTech Award-Winning Building Blocks,"Award-Winning building blocks from LuminTech. Premium quality, designed for everyday use.",Toys & Games,168.09,57,3.2,https://picsum.photos/seed/SKU-03512/400/400
SKU-06950,AeroTech Compact Dash Cam,"Compact dash cam from AeroTech. Premium quality, designed for everyday use.",Automotive,125.30,183,4.7,https://picsum.photos/seed/SKU-06950/400/400
SKU-06332,CrestStudio Interactive Bird Cage,"Interactive bird cage from CrestStudio. Premium quality, designed for everyday use.",Pet Supplies,31.42,96,4.5,https://picsum.photos/seed/SKU-06332/400/400
SKU-06195,ForgeWorks Grain-Free Cat Tree,"Grain-Free cat tree from ForgeWorks. Premium quality, designed for everyday use.",Pet Supplies,153.86,114,4.3,https://picsum.photos/seed/SKU-06195/400/400
SKU-08788,HaloTech Terracotta Lawn Mower,"Terracotta lawn mower from HaloTech. Premium quality, designed for everyday use.",Garden,396.09,38,3.7,https://picsum.photos/seed/SKU-08788/400/400
SKU-02255,ApexGoods Ceramic Toaster,"Ceramic toaster from ApexGoods. Premium quality, designed for everyday use.",Home & Kitchen,138.60,56,4.9,https://picsum.photos/seed/SKU-02255/400/400
SKU-03924,CrestGoods Wooden Puzzle,"Wooden puzzle from CrestGoods. Premium quality, designed for everyday use.",Toys & Games,135.07,170,3.4,https://picsum.photos/seed/SKU-03924/400/400
SKU-02969,HyperWorks Carbon Sleeping Bag,"Carbon sleeping bag from HyperWorks. Premium quality, designed for everyday use.",Sports & Outdoors,1086.35,127,3.3,https://picsum.photos/seed/SKU-02969/400/400
SKU-04925,ZenithWorks Cold-Pressed Olive Oil,"Cold-Pressed olive oil from ZenithWorks. Premium quality, designed for everyday use.",Grocery,13.97,461,4.8,https://picsum.photos/seed/SKU-04925/400/400
SKU-09744,AeroOriginals Mahogany Audio Interface,"Mahogany audio interface from AeroOriginals. Premium quality, designed for everyday use.",Music,1019.57,43,3.2,https://picsum.photos/seed/SKU-09744/400/400
SKU-01822,StellarOriginals Vintage T-Shirt,"Vintage t-shirt from StellarOriginals. Premium quality, designed for everyday use.",Clothing,153.70,22,3.5,https://picsum.photos/seed/SKU-01822/400/400
SKU-00631,HyperCo Bluetooth Drone,"Bluetooth drone from HyperCo. Premium quality, designed for everyday use.",Electronics,559.18,174,3.1,https://picsum.photos/seed/SKU-00631/400/400
SKU-07624,ForgeEdition High-Potency Protein Powder,"High-Potency protein powder from ForgeEdition. Premium quality, designed for everyday use.",Health,39.60,44,4.2,https://picsum.photos/seed/SKU-07624/400/400
SKU-05626,HyperOriginals Smooth-Glide Paper Shredder,"Smooth-Glide paper shredder from HyperOriginals. Premium quality, designed for everyday use.",Office Supplies,112.99,269,5.0,https://picsum.photos/seed/SKU-05626/400/400
SKU-09515,HaloGoods Dual-Driver Guitar Strings,"Dual-Driver guitar strings from HaloGoods. Premium quality, designed for everyday use.",Music,1462.49,55,3.6,https://picsum.photos/seed/SKU-09515/400/400
